application_id,job_id,candidate_id,selected
APP0014183,JOB0014183,CAND0014183,0
APP0026654,JOB0026654,CAND0026654,0
APP0038648,JOB0038648,CAND0038648,1
APP0044488,JOB0044488,CAND0044488,1
APP0004748,JOB0004748,CAND0004748,0
APP0040204,JOB0040204,CAND0040204,1
APP0024646,JOB0024646,CAND0024646,1
APP0043308,JOB0043308,CAND0043308,0
APP0044732,JOB0044732,CAND0044732,0
APP0026280,JOB0026280,CAND0026280,0
APP0013743,JOB0013743,CAND0013743,0
APP0010073,JOB0010073,CAND0010073,0
APP0040258,JOB0040258,CAND0040258,1
APP0001820,JOB0001820,CAND0001820,1
APP0044424,JOB0044424,CAND0044424,1
APP0046105,JOB0046105,CAND0046105,1
APP0020756,JOB0020756,CAND0020756,0
APP0028392,JOB0028392,CAND0028392,1
APP0031382,JOB0031382,CAND0031382,0
APP0003511,JOB0003511,CAND0003511,1
APP0007057,JOB0007057,CAND0007057,0
APP0024690,JOB0024690,CAND0024690,0
APP0000373,JOB0000373,CAND0000373,1
APP0018480,JOB0018480,CAND0018480,0
APP0015643,JOB0015643,CAND0015643,1
APP0046365,JOB0046365,CAND0046365,0
APP0047553,JOB0047553,CAND0047553,1
APP0036633,JOB0036633,CAND0036633,1
APP0046870,JOB0046870,CAND0046870,1
APP0011683,JOB0011683,CAND0011683,1
APP0025881,JOB0025881,CAND0025881,0
APP0018971,JOB0018971,CAND0018971,0
APP0017853,JOB0017853,CAND0017853,0
APP0020906,JOB0020906,CAND0020906,1
APP0013897,JOB0013897,CAND0013897,1
APP0038340,JOB0038340,CAND0038340,1
APP0045271,JOB0045271,CAND0045271,0
APP0003817,JOB0003817,CAND0003817,0
APP0037001,JOB0037001,CAND0037001,1
APP0012584,JOB0012584,CAND0012584,0
APP0047410,JOB0047410,CAND0047410,0
APP0023662,JOB0023662,CAND0023662,0
APP0002271,JOB0002271,CAND0002271,0
APP0003533,JOB0003533,CAND0003533,0
APP0025144,JOB0025144,CAND0025144,0
APP0027637,JOB0027637,CAND0027637,0
APP0002716,JOB0002716,CAND0002716,0
APP0003261,JOB0003261,CAND0003261,1
APP0031488,JOB0031488,CAND0031488,1
APP0048101,JOB0048101,CAND0048101,0
APP0033627,JOB0033627,CAND0033627,0
APP0027806,JOB0027806,CAND0027806,1
APP0018542,JOB0018542,CAND0018542,0
APP0036112,JOB0036112,CAND0036112,1
APP0039954,JOB0039954,CAND0039954,0
APP0010705,JOB0010705,CAND0010705,0
APP0040801,JOB0040801,CAND0040801,1
APP0039578,JOB0039578,CAND0039578,1
APP0048433,JOB0048433,CAND0048433,1
APP0007546,JOB0007546,CAND0007546,0
APP0005009,JOB0005009,CAND0005009,0
APP0031925,JOB0031925,CAND0031925,1
APP0000789,JOB0000789,CAND0000789,0
APP0024554,JOB0024554,CAND0024554,0
APP0028435,JOB0028435,CAND0028435,1
APP0043995,JOB0043995,CAND0043995,1
APP0022778,JOB0022778,CAND0022778,0
APP0003181,JOB0003181,CAND0003181,0
APP0032450,JOB0032450,CAND0032450,0
APP0020546,JOB0020546,CAND0020546,0
APP0048918,JOB0048918,CAND0048918,1
APP0024841,JOB0024841,CAND0024841,1
APP0029634,JOB0029634,CAND0029634,1
APP0014873,JOB0014873,CAND0014873,1
APP0045704,JOB0045704,CAND0045704,0
APP0034102,JOB0034102,CAND0034102,1
APP0029461,JOB0029461,CAND0029461,0
APP0021751,JOB0021751,CAND0021751,1
APP0033530,JOB0033530,CAND0033530,1
APP0020322,JOB0020322,CAND0020322,0
APP0045217,JOB0045217,CAND0045217,1
APP0002658,JOB0002658,CAND0002658,0
APP0006544,JOB0006544,CAND0006544,1
APP0025205,JOB0025205,CAND0025205,0
APP0047047,JOB0047047,CAND0047047,1
APP0046079,JOB0046079,CAND0046079,1
APP0003074,JOB0003074,CAND0003074,0
APP0027414,JOB0027414,CAND0027414,1
APP0029106,JOB0029106,CAND0029106,1
APP0000229,JOB0000229,CAND0000229,1
APP0009447,JOB0009447,CAND0009447,0
APP0045222,JOB0045222,CAND0045222,1
APP0012486,JOB0012486,CAND0012486,0
APP0039069,JOB0039069,CAND0039069,1
APP0005776,JOB0005776,CAND0005776,0
APP0040131,JOB0040131,CAND0040131,0
APP0015788,JOB0015788,CAND0015788,0
APP0031128,JOB0031128,CAND0031128,1
APP0010016,JOB0010016,CAND0010016,1
APP0000809,JOB0000809,CAND0000809,1
APP0047249,JOB0047249,CAND0047249,0
APP0001220,JOB0001220,CAND0001220,0
APP0024484,JOB0024484,CAND0024484,1
APP0002120,JOB0002120,CAND0002120,1
APP0045810,JOB0045810,CAND0045810,1
APP0005474,JOB0005474,CAND0005474,0
APP0046863,JOB0046863,CAND0046863,1
APP0011408,JOB0011408,CAND0011408,0
APP0021291,JOB0021291,CAND0021291,1
APP0048253,JOB0048253,CAND0048253,0
APP0029021,JOB0029021,CAND0029021,1
APP0016225,JOB0016225,CAND0016225,0
APP0014944,JOB0014944,CAND0014944,1
APP0005350,JOB0005350,CAND0005350,1
APP0037333,JOB0037333,CAND0037333,0
APP0027874,JOB0027874,CAND0027874,1
APP0039231,JOB0039231,CAND0039231,0
APP0002907,JOB0002907,CAND0002907,0
APP0006338,JOB0006338,CAND0006338,0
APP0006107,JOB0006107,CAND0006107,0
APP0044622,JOB0044622,CAND0044622,0
APP0042153,JOB0042153,CAND0042153,1
APP0011995,JOB0011995,CAND0011995,1
APP0002894,JOB0002894,CAND0002894,1
APP0039520,JOB0039520,CAND0039520,0
APP0026029,JOB0026029,CAND0026029,0
APP0040306,JOB0040306,CAND0040306,0
APP0009555,JOB0009555,CAND0009555,0
APP0027489,JOB0027489,CAND0027489,1
APP0030059,JOB0030059,CAND0030059,1
APP0007184,JOB0007184,CAND0007184,0
APP0049293,JOB0049293,CAND0049293,0
APP0026946,JOB0026946,CAND0026946,1
APP0042589,JOB0042589,CAND0042589,0
APP0032968,JOB0032968,CAND0032968,0
APP0046643,JOB0046643,CAND0046643,0
APP0008790,JOB0008790,CAND0008790,0
APP0008754,JOB0008754,CAND0008754,0
APP0001311,JOB0001311,CAND0001311,0
APP0019443,JOB0019443,CAND0019443,0
APP0026891,JOB0026891,CAND0026891,1
APP0048263,JOB0048263,CAND0048263,1
APP0014302,JOB0014302,CAND0014302,0
APP0012688,JOB0012688,CAND0012688,1
APP0007936,JOB0007936,CAND0007936,0
APP0042375,JOB0042375,CAND0042375,0
APP0046462,JOB0046462,CAND0046462,0
APP0032352,JOB0032352,CAND0032352,0
APP0031626,JOB0031626,CAND0031626,1
APP0026242,JOB0026242,CAND0026242,0
APP0034391,JOB0034391,CAND0034391,1
APP0000073,JOB0000073,CAND0000073,1
APP0000759,JOB0000759,CAND0000759,0
APP0003342,JOB0003342,CAND0003342,0
APP0014169,JOB0014169,CAND0014169,1
APP0006438,JOB0006438,CAND0006438,1
APP0010361,JOB0010361,CAND0010361,1
APP0021908,JOB0021908,CAND0021908,0
APP0040724,JOB0040724,CAND0040724,1
APP0030739,JOB0030739,CAND0030739,1
APP0042553,JOB0042553,CAND0042553,0
APP0024491,JOB0024491,CAND0024491,1
APP0007908,JOB0007908,CAND0007908,0
APP0013619,JOB0013619,CAND0013619,1
APP0037892,JOB0037892,CAND0037892,0
APP0009929,JOB0009929,CAND0009929,0
APP0013597,JOB0013597,CAND0013597,0
APP0041454,JOB0041454,CAND0041454,0
APP0019922,JOB0019922,CAND0019922,0
APP0027565,JOB0027565,CAND0027565,1
APP0029254,JOB0029254,CAND0029254,1
APP0046453,JOB0046453,CAND0046453,1
APP0013166,JOB0013166,CAND0013166,0
APP0034372,JOB0034372,CAND0034372,0
APP0038946,JOB0038946,CAND0038946,1
APP0048766,JOB0048766,CAND0048766,1
APP0017949,JOB0017949,CAND0017949,1
APP0000751,JOB0000751,CAND0000751,0
APP0006646,JOB0006646,CAND0006646,0
APP0011151,JOB0011151,CAND0011151,1
APP0004344,JOB0004344,CAND0004344,0
APP0035471,JOB0035471,CAND0035471,1
APP0008004,JOB0008004,CAND0008004,0
APP0021042,JOB0021042,CAND0021042,0
APP0005503,JOB0005503,CAND0005503,1
APP0013612,JOB0013612,CAND0013612,1
APP0001244,JOB0001244,CAND0001244,1
APP0013082,JOB0013082,CAND0013082,1
APP0005539,JOB0005539,CAND0005539,0
APP0031718,JOB0031718,CAND0031718,0
APP0033737,JOB0033737,CAND0033737,0
APP0036395,JOB0036395,CAND0036395,0
APP0027233,JOB0027233,CAND0027233,1
APP0020295,JOB0020295,CAND0020295,0
APP0047978,JOB0047978,CAND0047978,1
APP0018890,JOB0018890,CAND0018890,1
APP0040566,JOB0040566,CAND0040566,0
APP0013833,JOB0013833,CAND0013833,0
APP0041442,JOB0041442,CAND0041442,0
APP0036968,JOB0036968,CAND0036968,0
APP0016332,JOB0016332,CAND0016332,0
APP0008935,JOB0008935,CAND0008935,1
APP0006765,JOB0006765,CAND0006765,1
APP0041934,JOB0041934,CAND0041934,1
APP0047462,JOB0047462,CAND0047462,1
APP0049660,JOB0049660,CAND0049660,1
APP0008405,JOB0008405,CAND0008405,1
APP0010436,JOB0010436,CAND0010436,0
APP0046407,JOB0046407,CAND0046407,0
APP0043307,JOB0043307,CAND0043307,0
APP0038799,JOB0038799,CAND0038799,1
APP0018426,JOB0018426,CAND0018426,0
APP0048119,JOB0048119,CAND0048119,1
APP0010277,JOB0010277,CAND0010277,0
APP0033773,JOB0033773,CAND0033773,1
APP0045479,JOB0045479,CAND0045479,0
APP0007502,JOB0007502,CAND0007502,0
APP0021629,JOB0021629,CAND0021629,1
APP0043686,JOB0043686,CAND0043686,1
APP0003345,JOB0003345,CAND0003345,0
APP0001195,JOB0001195,CAND0001195,1
APP0004762,JOB0004762,CAND0004762,0
APP0012312,JOB0012312,CAND0012312,1
APP0006810,JOB0006810,CAND0006810,1
APP0049509,JOB0049509,CAND0049509,1
APP0039274,JOB0039274,CAND0039274,1
APP0024128,JOB0024128,CAND0024128,0
APP0011111,JOB0011111,CAND0011111,1
APP0025729,JOB0025729,CAND0025729,0
APP0003448,JOB0003448,CAND0003448,1
APP0030663,JOB0030663,CAND0030663,1
APP0000739,JOB0000739,CAND0000739,1
APP0046064,JOB0046064,CAND0046064,0
APP0045878,JOB0045878,CAND0045878,1
APP0043036,JOB0043036,CAND0043036,0
APP0017341,JOB0017341,CAND0017341,1
APP0008864,JOB0008864,CAND0008864,1
APP0045277,JOB0045277,CAND0045277,0
APP0027578,JOB0027578,CAND0027578,1
APP0019738,JOB0019738,CAND0019738,1
APP0045159,JOB0045159,CAND0045159,0
APP0036784,JOB0036784,CAND0036784,0
APP0007362,JOB0007362,CAND0007362,1
APP0029160,JOB0029160,CAND0029160,1
APP0038677,JOB0038677,CAND0038677,0
APP0012535,JOB0012535,CAND0012535,0
APP0037241,JOB0037241,CAND0037241,1
APP0029670,JOB0029670,CAND0029670,0
APP0049971,JOB0049971,CAND0049971,0
APP0043309,JOB0043309,CAND0043309,1
APP0045348,JOB0045348,CAND0045348,0
APP0036455,JOB0036455,CAND0036455,1
APP0024475,JOB0024475,CAND0024475,1
APP0001008,JOB0001008,CAND0001008,1
APP0012395,JOB0012395,CAND0012395,1
APP0016680,JOB0016680,CAND0016680,1
APP0031303,JOB0031303,CAND0031303,1
APP0002900,JOB0002900,CAND0002900,1
APP0002448,JOB0002448,CAND0002448,0
APP0011140,JOB0011140,CAND0011140,1
APP0009431,JOB0009431,CAND0009431,1
APP0016842,JOB0016842,CAND0016842,0
APP0007811,JOB0007811,CAND0007811,1
APP0025656,JOB0025656,CAND0025656,1
APP0002276,JOB0002276,CAND0002276,0
APP0033550,JOB0033550,CAND0033550,1
APP0033556,JOB0033556,CAND0033556,0
APP0018491,JOB0018491,CAND0018491,0
APP0031680,JOB0031680,CAND0031680,1
APP0045518,JOB0045518,CAND0045518,0
APP0019021,JOB0019021,CAND0019021,1
APP0025777,JOB0025777,CAND0025777,1
APP0031968,JOB0031968,CAND0031968,1
APP0049413,JOB0049413,CAND0049413,1
APP0047643,JOB0047643,CAND0047643,1
APP0046564,JOB0046564,CAND0046564,1
APP0043641,JOB0043641,CAND0043641,0
APP0041294,JOB0041294,CAND0041294,1
APP0024282,JOB0024282,CAND0024282,0
APP0012123,JOB0012123,CAND0012123,0
APP0028028,JOB0028028,CAND0028028,1
APP0028148,JOB0028148,CAND0028148,1
APP0031628,JOB0031628,CAND0031628,1
APP0048673,JOB0048673,CAND0048673,1
APP0009946,JOB0009946,CAND0009946,1
APP0003280,JOB0003280,CAND0003280,0
APP0013012,JOB0013012,CAND0013012,1
APP0032549,JOB0032549,CAND0032549,1
APP0017031,JOB0017031,CAND0017031,1
APP0025260,JOB0025260,CAND0025260,1
APP0034752,JOB0034752,CAND0034752,0
APP0015381,JOB0015381,CAND0015381,1
APP0009159,JOB0009159,CAND0009159,0
APP0035283,JOB0035283,CAND0035283,0
APP0021903,JOB0021903,CAND0021903,0
APP0039408,JOB0039408,CAND0039408,0
APP0034216,JOB0034216,CAND0034216,1
APP0047134,JOB0047134,CAND0047134,0
APP0000004,JOB0000004,CAND0000004,0
APP0038507,JOB0038507,CAND0038507,0
APP0009041,JOB0009041,CAND0009041,0
APP0044211,JOB0044211,CAND0044211,0
APP0023468,JOB0023468,CAND0023468,1
APP0031566,JOB0031566,CAND0031566,1
APP0015243,JOB0015243,CAND0015243,1
APP0049966,JOB0049966,CAND0049966,1
APP0023801,JOB0023801,CAND0023801,0
APP0017232,JOB0017232,CAND0017232,0
APP0021061,JOB0021061,CAND0021061,1
APP0018185,JOB0018185,CAND0018185,1
APP0023872,JOB0023872,CAND0023872,0
APP0020944,JOB0020944,CAND0020944,1
APP0035231,JOB0035231,CAND0035231,0
APP0027105,JOB0027105,CAND0027105,1
APP0030510,JOB0030510,CAND0030510,0
APP0011914,JOB0011914,CAND0011914,1
APP0008696,JOB0008696,CAND0008696,1
APP0028264,JOB0028264,CAND0028264,1
APP0011411,JOB0011411,CAND0011411,1
APP0005852,JOB0005852,CAND0005852,0
APP0036646,JOB0036646,CAND0036646,0
APP0027767,JOB0027767,CAND0027767,0
APP0037249,JOB0037249,CAND0037249,0
APP0005808,JOB0005808,CAND0005808,1
APP0023712,JOB0023712,CAND0023712,0
APP0047192,JOB0047192,CAND0047192,0
APP0040926,JOB0040926,CAND0040926,0
APP0028609,JOB0028609,CAND0028609,0
APP0032569,JOB0032569,CAND0032569,1
APP0008208,JOB0008208,CAND0008208,0
APP0012084,JOB0012084,CAND0012084,1
APP0034058,JOB0034058,CAND0034058,1
APP0039705,JOB0039705,CAND0039705,0
APP0009086,JOB0009086,CAND0009086,1
APP0000291,JOB0000291,CAND0000291,1
APP0005969,JOB0005969,CAND0005969,0
APP0018019,JOB0018019,CAND0018019,0
APP0044486,JOB0044486,CAND0044486,1
APP0023154,JOB0023154,CAND0023154,0
APP0033589,JOB0033589,CAND0033589,1
APP0026745,JOB0026745,CAND0026745,0
APP0009968,JOB0009968,CAND0009968,1
APP0007216,JOB0007216,CAND0007216,0
APP0019285,JOB0019285,CAND0019285,1
APP0002530,JOB0002530,CAND0002530,0
APP0001393,JOB0001393,CAND0001393,0
APP0001437,JOB0001437,CAND0001437,1
APP0007175,JOB0007175,CAND0007175,1
APP0035921,JOB0035921,CAND0035921,1
APP0019426,JOB0019426,CAND0019426,0
APP0042278,JOB0042278,CAND0042278,1
APP0008575,JOB0008575,CAND0008575,1
APP0044131,JOB0044131,CAND0044131,1
APP0048817,JOB0048817,CAND0048817,0
APP0001259,JOB0001259,CAND0001259,1
APP0015552,JOB0015552,CAND0015552,0
APP0047015,JOB0047015,CAND0047015,1
APP0014470,JOB0014470,CAND0014470,0
APP0047484,JOB0047484,CAND0047484,0
APP0006504,JOB0006504,CAND0006504,1
APP0008234,JOB0008234,CAND0008234,0
APP0019142,JOB0019142,CAND0019142,1
APP0027049,JOB0027049,CAND0027049,1
APP0007382,JOB0007382,CAND0007382,0
APP0038171,JOB0038171,CAND0038171,1
APP0026637,JOB0026637,CAND0026637,1
APP0002075,JOB0002075,CAND0002075,0
APP0000689,JOB0000689,CAND0000689,1
APP0027056,JOB0027056,CAND0027056,0
APP0002192,JOB0002192,CAND0002192,0
APP0020091,JOB0020091,CAND0020091,1
APP0017703,JOB0017703,CAND0017703,0
APP0026546,JOB0026546,CAND0026546,0
APP0013018,JOB0013018,CAND0013018,0
APP0034029,JOB0034029,CAND0034029,1
APP0021475,JOB0021475,CAND0021475,0
APP0025930,JOB0025930,CAND0025930,0
APP0015528,JOB0015528,CAND0015528,1
APP0012211,JOB0012211,CAND0012211,1
APP0011253,JOB0011253,CAND0011253,1
APP0049407,JOB0049407,CAND0049407,0
APP0035977,JOB0035977,CAND0035977,0
APP0030264,JOB0030264,CAND0030264,1
APP0037028,JOB0037028,CAND0037028,0
APP0047803,JOB0047803,CAND0047803,0
APP0036128,JOB0036128,CAND0036128,0
APP0022178,JOB0022178,CAND0022178,0
APP0046637,JOB0046637,CAND0046637,0
APP0048661,JOB0048661,CAND0048661,1
APP0016363,JOB0016363,CAND0016363,0
APP0045895,JOB0045895,CAND0045895,0
APP0012582,JOB0012582,CAND0012582,1
APP0007489,JOB0007489,CAND0007489,0
APP0008955,JOB0008955,CAND0008955,0
APP0022603,JOB0022603,CAND0022603,1
APP0024682,JOB0024682,CAND0024682,1
APP0048249,JOB0048249,CAND0048249,0
APP0012935,JOB0012935,CAND0012935,1
APP0008093,JOB0008093,CAND0008093,0
APP0028100,JOB0028100,CAND0028100,0
APP0044164,JOB0044164,CAND0044164,0
APP0008996,JOB0008996,CAND0008996,1
APP0014039,JOB0014039,CAND0014039,1
APP0036408,JOB0036408,CAND0036408,0
APP0039994,JOB0039994,CAND0039994,1
APP0030289,JOB0030289,CAND0030289,0
APP0001684,JOB0001684,CAND0001684,0
APP0006776,JOB0006776,CAND0006776,1
APP0009884,JOB0009884,CAND0009884,1
APP0042113,JOB0042113,CAND0042113,1
APP0001671,JOB0001671,CAND0001671,0
APP0037804,JOB0037804,CAND0037804,0
APP0007006,JOB0007006,CAND0007006,1
APP0022857,JOB0022857,CAND0022857,0
APP0024703,JOB0024703,CAND0024703,0
APP0003622,JOB0003622,CAND0003622,1
APP0029963,JOB0029963,CAND0029963,0
APP0030882,JOB0030882,CAND0030882,1
APP0022167,JOB0022167,CAND0022167,1
APP0047230,JOB0047230,CAND0047230,0
APP0028579,JOB0028579,CAND0028579,0
APP0027269,JOB0027269,CAND0027269,1
APP0040823,JOB0040823,CAND0040823,0
APP0047615,JOB0047615,CAND0047615,1
APP0006608,JOB0006608,CAND0006608,1
APP0034398,JOB0034398,CAND0034398,0
APP0037356,JOB0037356,CAND0037356,1
APP0005232,JOB0005232,CAND0005232,1
APP0034761,JOB0034761,CAND0034761,1
APP0032898,JOB0032898,CAND0032898,0
APP0047829,JOB0047829,CAND0047829,1
APP0004796,JOB0004796,CAND0004796,0
APP0039046,JOB0039046,CAND0039046,0
APP0040967,JOB0040967,CAND0040967,1
APP0008751,JOB0008751,CAND0008751,0
APP0035716,JOB0035716,CAND0035716,0
APP0020711,JOB0020711,CAND0020711,0
APP0004572,JOB0004572,CAND0004572,1
APP0046964,JOB0046964,CAND0046964,0
APP0044604,JOB0044604,CAND0044604,0
APP0044407,JOB0044407,CAND0044407,0
APP0008580,JOB0008580,CAND0008580,0
APP0031159,JOB0031159,CAND0031159,1
APP0030337,JOB0030337,CAND0030337,0
APP0029228,JOB0029228,CAND0029228,1
APP0030328,JOB0030328,CAND0030328,0
APP0044209,JOB0044209,CAND0044209,0
APP0031315,JOB0031315,CAND0031315,0
APP0009319,JOB0009319,CAND0009319,1
APP0020400,JOB0020400,CAND0020400,0
APP0014483,JOB0014483,CAND0014483,1
APP0021623,JOB0021623,CAND0021623,0
APP0043594,JOB0043594,CAND0043594,0
APP0049587,JOB0049587,CAND0049587,1
APP0048459,JOB0048459,CAND0048459,1
APP0045332,JOB0045332,CAND0045332,1
APP0016237,JOB0016237,CAND0016237,1
APP0047555,JOB0047555,CAND0047555,0
APP0028554,JOB0028554,CAND0028554,0
APP0018547,JOB0018547,CAND0018547,1
APP0037042,JOB0037042,CAND0037042,0
APP0008508,JOB0008508,CAND0008508,1
APP0007424,JOB0007424,CAND0007424,1
APP0034130,JOB0034130,CAND0034130,1
APP0030084,JOB0030084,CAND0030084,1
APP0003106,JOB0003106,CAND0003106,1
APP0004955,JOB0004955,CAND0004955,1
APP0022584,JOB0022584,CAND0022584,0
APP0020435,JOB0020435,CAND0020435,0
APP0019271,JOB0019271,CAND0019271,0
APP0024479,JOB0024479,CAND0024479,1
APP0015766,JOB0015766,CAND0015766,1
APP0045893,JOB0045893,CAND0045893,1
APP0010439,JOB0010439,CAND0010439,1
APP0041187,JOB0041187,CAND0041187,0
APP0042697,JOB0042697,CAND0042697,1
APP0031992,JOB0031992,CAND0031992,0
APP0023478,JOB0023478,CAND0023478,0
APP0023009,JOB0023009,CAND0023009,1
APP0036054,JOB0036054,CAND0036054,0
APP0004249,JOB0004249,CAND0004249,0
APP0001708,JOB0001708,CAND0001708,0
APP0007313,JOB0007313,CAND0007313,1
APP0049240,JOB0049240,CAND0049240,1
APP0049947,JOB0049947,CAND0049947,0
APP0042856,JOB0042856,CAND0042856,0
APP0033251,JOB0033251,CAND0033251,1
APP0034086,JOB0034086,CAND0034086,1
APP0023951,JOB0023951,CAND0023951,1
APP0028427,JOB0028427,CAND0028427,0
APP0038116,JOB0038116,CAND0038116,1
APP0018987,JOB0018987,CAND0018987,1
APP0011470,JOB0011470,CAND0011470,0
APP0046038,JOB0046038,CAND0046038,0
APP0020803,JOB0020803,CAND0020803,1
APP0026707,JOB0026707,CAND0026707,0
APP0016808,JOB0016808,CAND0016808,1
APP0019231,JOB0019231,CAND0019231,1
APP0045700,JOB0045700,CAND0045700,0
APP0036668,JOB0036668,CAND0036668,0
APP0033313,JOB0033313,CAND0033313,0
APP0046943,JOB0046943,CAND0046943,1
APP0035833,JOB0035833,CAND0035833,1
